time,gt_x,gt_y,gt_vx,gt_vy,fused_x,fused_y,fused_vx,fused_vy,lidar_x,lidar_y,radar_x,radar_y
15.999999,-49.914739,-2.918707,0.583741,-9.982948,-49.868953,-2.715811,0.456986,-10.084413,-49.959108,-2.012689,-49.908556,-2.579082
16.009999,-49.908802,-3.018531,0.603706,-9.981760,-49.850835,-3.086938,0.462172,-10.256632,-49.889321,-3.104469,-49.908556,-2.579082
16.019999,-49.902665,-3.118342,0.623668,-9.980533,-49.850835,-3.086938,0.462172,-10.256632,-49.889321,-3.104469,-49.908556,-2.579082
16.029999,-49.896328,-3.218141,0.643628,-9.979266,-49.830516,-3.293908,0.561002,-10.257159,-49.889321,-3.104469,-49.875080,-3.117176
16.039999,-49.889792,-3.317927,0.663585,-9.977958,-49.830516,-3.293908,0.561002,-10.257159,-49.889321,-3.104469,-49.875080,-3.117176
16.049999,-49.883056,-3.417700,0.683540,-9.976611,-49.830516,-3.293908,0.561002,-10.257159,-49.889321,-3.104469,-49.875080,-3.117176
16.059999,-49.876121,-3.517460,0.703492,-9.975224,-49.830516,-3.293908,0.561002,-10.257159,-49.889321,-3.104469,-49.875080,-3.117176
16.069999,-49.868987,-3.617205,0.723441,-9.973797,-49.830516,-3.293908,0.561002,-10.257159,-49.889321,-3.104469,-49.875080,-3.117176
16.079999,-49.861653,-3.716935,0.743387,-9.972331,-49.797528,-3.810692,0.726405,-10.251866,-49.889321,-3.104469,-49.862703,-3.730010
16.089999,-49.854119,-3.816651,0.763330,-9.970824,-49.797528,-3.810692,0.726405,-10.251866,-49.889321,-3.104469,-49.862703,-3.730010
16.099999,-49.846386,-3.916352,0.783270,-9.969277,-49.797528,-3.810692,0.726405,-10.251866,-49.889321,-3.104469,-49.862703,-3.730010
16.109999,-49.838454,-4.016037,0.803207,-9.967691,-49.760925,-4.097590,0.749171,-10.206951,-49.763674,-4.105208,-49.862703,-3.730010
16.119999,-49.830322,-4.115705,0.823141,-9.966064,-49.760925,-4.097590,0.749171,-10.206951,-49.763674,-4.105208,-49.862703,-3.730010
16.129999,-49.821991,-4.215358,0.843072,-9.964398,-49.745713,-4.296527,0.820744,-10.185233,-49.763674,-4.105208,-49.828350,-4.167036
16.139999,-49.813460,-4.314993,0.862999,-9.962692,-49.745713,-4.296527,0.820744,-10.185233,-49.763674,-4.105208,-49.828350,-4.167036
16.149999,-49.804731,-4.414611,0.882922,-9.960946,-49.745713,-4.296527,0.820744,-10.185233,-49.763674,-4.105208,-49.828350,-4.167036
16.159999,-49.795802,-4.514212,0.902842,-9.959160,-49.745713,-4.296527,0.820744,-10.185233,-49.763674,-4.105208,-49.828350,-4.167036
16.169999,-49.786674,-4.613794,0.922759,-9.957335,-49.745713,-4.296527,0.820744,-10.185233,-49.763674,-4.105208,-49.828350,-4.167036
16.179999,-49.777347,-4.713359,0.942672,-9.955469,-49.705556,-4.815038,0.894840,-10.198246,-49.763674,-4.105208,-49.802811,-4.821658
16.189999,-49.767821,-4.812904,0.962581,-9.953564,-49.705556,-4.815038,0.894840,-10.198246,-49.763674,-4.105208,-49.802811,-4.821658
16.199999,-49.758095,-4.912430,0.982486,-9.951619,-49.705556,-4.815038,0.894840,-10.198246,-49.763674,-4.105208,-49.802811,-4.821658
16.209999,-49.748171,-5.011936,1.002387,-9.949634,-49.683049,-4.936101,0.885099,-9.740021,-49.705145,-4.902068,-49.802811,-4.821658
16.219999,-49.738047,-5.111422,1.022284,-9.947609,-49.683049,-4.936101,0.885099,-9.740021,-49.705145,-4.902068,-49.802811,-4.821658
16.229999,-49.727725,-5.210888,1.042178,-9.945545,-49.653172,-5.120598,0.995260,-9.707194,-49.705145,-4.902068,-49.728394,-5.114984
16.239999,-49.717204,-5.310333,1.062067,-9.943441,-49.653172,-5.120598,0.995260,-9.707194,-49.705145,-4.902068,-49.728394,-5.114984
16.249999,-49.706484,-5.409757,1.081951,-9.941297,-49.653172,-5.120598,0.995260,-9.707194,-49.705145,-4.902068,-49.728394,-5.114984
16.259999,-49.695565,-5.509159,1.101832,-9.939113,-49.653172,-5.120598,0.995260,-9.707194,-49.705145,-4.902068,-49.728394,-5.114984
16.269999,-49.684447,-5.608539,1.121708,-9.936889,-49.653172,-5.120598,0.995260,-9.707194,-49.705145,-4.902068,-49.728394,-5.114984
